,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
77,EverMusk,0x2f49e5b77f3ba99e85b87412cdf1bd8ff12a95fc,https://etherscan.io/token/0x2f49e5b77f3ba99e85b87412cdf1bd8ff12a95fc,Etherium,22/06/2021 10:20:16,1000000000000000,25,28,18,New
78,PUNTU,0xe394b81dd266b14bf781afb000a98ac498fe2e10,https://etherscan.io/token/0xe394b81dd266b14bf781afb000a98ac498fe2e10,Etherium,22/06/2021 10:20:16,100000000000000000,91,139,9,New
79,Timeless Inu,0x96d5ff2fd959ebe18cb093e5c3873a0b89a397ac,https://etherscan.io/token/0x96d5ff2fd959ebe18cb093e5c3873a0b89a397ac,Etherium,22/06/2021 10:20:16,20000000000,8,11,5,New
80,Cyber Shiba Inu (cybershiba.finance),0x3ae168c6ea1ca3032733cd35a17bf5330da78f78,https://etherscan.io/token/0x3ae168c6ea1ca3032733cd35a17bf5330da78f78,Etherium,22/06/2021 10:20:16,10900900000000000,74,152,18,New
81,HungryShibaInu,0xa7d5c2edbccf83259675c3832ab4dfd2363a9ad3,https://etherscan.io/token/0xa7d5c2edbccf83259675c3832ab4dfd2363a9ad3,Etherium,22/06/2021 10:20:16,1000000000000,231,893,9,New
82,BearTears,0x826eb69cfb247166c63f4fa737c365b0d7c274a6,https://etherscan.io/token/0x826eb69cfb247166c63f4fa737c365b0d7c274a6,Etherium,22/06/2021 10:20:16,1000000000000,10,43,9,New
83,MusubiFOMO,0xc3596dd4c28e6a792b08c6f657cda5b3936b09cd,https://etherscan.io/token/0xc3596dd4c28e6a792b08c6f657cda5b3936b09cd,Etherium,22/06/2021 10:20:16,100000000000000,4,8,18,New
84,Jungle Token,0xbfc7546452c89ce5c5435663d78d1e20d18a8241,https://etherscan.io/token/0xbfc7546452c89ce5c5435663d78d1e20d18a8241,Etherium,22/06/2021 10:20:16,100000000,53,125,18,New
85,Builda Inu,0x9d52dde1b84264fe42faffa58741842e4d6af02e,https://etherscan.io/token/0x9d52dde1b84264fe42faffa58741842e4d6af02e,Etherium,22/06/2021 10:20:16,1000000000000,129,622,9,New
86,Musubi,0x8ee04e1e9400d4e2091ff3a46509e246e2f34542,https://etherscan.io/token/0x8ee04e1e9400d4e2091ff3a46509e246e2f34542,Etherium,22/06/2021 10:20:16,1000000000000,1814,9380,9,New
87,Serium Investing,0xdf21dcbbc4f47982ad628619d0b78d8ff694dd79,https://etherscan.io/token/0xdf21dcbbc4f47982ad628619d0b78d8ff694dd79,Etherium,22/06/2021 10:20:16,1000000000000,1,2,9,New
88,Yellow Stone,0x54a68f4d604fcc185acd238572d12a984d9b55b0,https://etherscan.io/token/0x54a68f4d604fcc185acd238572d12a984d9b55b0,Etherium,22/06/2021 10:20:16,1000000000,24,36,18,New
89,Robo Shiba,0x452e2717571395173e2598e5a509a3d55083b592,https://etherscan.io/token/0x452e2717571395173e2598e5a509a3d55083b592,Etherium,22/06/2021 10:20:16,1000000000000,324,1485,9,New
90,ShibNinja (t.me/shibninja),0x836a4265c7b0e73d1caf5e29cad08d8355737589,https://etherscan.io/token/0x836a4265c7b0e73d1caf5e29cad08d8355737589,Etherium,22/06/2021 10:20:16,1000000000000,8,20,9,New
91,AurusDeFi,0xa51fc71422a30fa7ffa605b360c3b283501b5bf6,https://etherscan.io/token/0xa51fc71422a30fa7ffa605b360c3b283501b5bf6,Etherium,22/06/2021 10:20:16,30000000,225 (0.00%),315,18,New
92,BoringDAO,0xbc19712feb3a26080ebf6f2f7849b417fdd792ca,https://etherscan.io/token/0xbc19712feb3a26080ebf6f2f7849b417fdd792ca,Etherium,22/06/2021 10:20:16,196708639.38151361258383,194 ( 4.124%),1765,18,New
93,Switcheo,0xb4371da53140417cbb3362055374b10d97e420bb,https://etherscan.io/token/0xb4371da53140417cbb3362055374b10d97e420bb,Etherium,22/06/2021 10:20:16,4829357.09684977,11 ( 9.091%),40,8,New
94,Evanesco Network,0xd6caf5bd23cf057f5fccce295dcc50c01c198707,https://etherscan.io/token/0xd6caf5bd23cf057f5fccce295dcc50c01c198707,Etherium,22/06/2021 10:20:16,40000000,4696 ( -0.064%),7755,18,New
95,Handshake,0xa771b49064da011df051052848477f18dba1d2ac,https://etherscan.io/token/0xa771b49064da011df051052848477f18dba1d2ac,Etherium,22/06/2021 10:20:16,500004,17,33,6,New
96,FootBall Sport,0xb6b392f419b39bc5d2a9241c057243463a3c2984,https://etherscan.io/token/0xb6b392f419b39bc5d2a9241c057243463a3c2984,Etherium,22/06/2021 10:20:16,100000000,362 ( -0.552%),764,9,New
97,SywCoin,0x53f3cb58c45ff3966a14986806f46d8605e3961a,https://etherscan.io/token/0x53f3cb58c45ff3966a14986806f46d8605e3961a,Etherium,22/06/2021 10:20:16,1000000000,0,0,5,New
98,Baby Chihua Token,0x5a337fb3bf5d8d03e954498850b85b338b16dc3f,https://etherscan.io/token/0x5a337fb3bf5d8d03e954498850b85b338b16dc3f,Etherium,22/06/2021 10:20:16,500000000000000,22,25,18,New
99,ButtPoop,0x626076d3677b6909d3d399dca0df4f7c343f121d,https://etherscan.io/token/0x626076d3677b6909d3d399dca0df4f7c343f121d,Etherium,22/06/2021 10:20:16,66642069,10,12,18,New
100,SmegmaPig,0xa7186e55d6e6e7a7795cf0e24857353fe7cacd68,https://bscscan.com/token/0xa7186e55d6e6e7a7795cf0e24857353fe7cacd68,Binance,22/06/2021 10:37:07,1000000000000000,34,43,9,New
101,StarMoon,0x6739af7bd893ffa329ce4cbcda2488f3fbe8d785,https://bscscan.com/token/0x6739af7bd893ffa329ce4cbcda2488f3fbe8d785,Binance,22/06/2021 10:37:07,420069420069,7,8,18,New
102,CoShi Inu,0x3f6a8cd6d18e3e0f1b94cc7f7b800e09f712fbd5,https://bscscan.com/token/0x3f6a8cd6d18e3e0f1b94cc7f7b800e09f712fbd5,Binance,22/06/2021 10:37:07,1000000000000000,5,7,18,New
103,Ultra Rise Inu,0x27bff9d594cd90fa2ebb7870b4f7df2a2b0c938c,https://bscscan.com/token/0x27bff9d594cd90fa2ebb7870b4f7df2a2b0c938c,Binance,22/06/2021 10:37:07,1000000000000000,127,398,18,New
104,Baby EverDoge,0x06c4212ae2fea51a27a045d968e73f7e91ea5521,https://bscscan.com/token/0x06c4212ae2fea51a27a045d968e73f7e91ea5521,Binance,22/06/2021 10:37:07,1000000000000000,6158,33685,9,New
105,Dorami Token,0xad187809046a41a07c5106b6a5d39ffacf5ad535,https://bscscan.com/token/0xad187809046a41a07c5106b6a5d39ffacf5ad535,Binance,22/06/2021 10:37:07,100000000000000,19,55,9,New
106,Warden,0x0feadcc3824e7f3c12f40e324a60c23ca51627fc,https://bscscan.com/token/0x0feadcc3824e7f3c12f40e324a60c23ca51627fc,Binance,22/06/2021 10:37:07,40845030.789004,13979,2009121,18,New
107,Serbia INU,0x8e24568e341d74247f0d318f070bacb2f8bbc6f7,https://bscscan.com/token/0x8e24568e341d74247f0d318f070bacb2f8bbc6f7,Binance,22/06/2021 10:37:07,1000000000000,17,65,9,New
108,SHIBA ASS ,0x58ef58947d1533fd93c15d97238171db416a504e,https://bscscan.com/token/0x58ef58947d1533fd93c15d97238171db416a504e,Binance,22/06/2021 10:37:07,10000000000,25,100,18,New
109,PortsSwap,0x4f9ee9b6e9815e5976ff8833ead80c650c8f960b,https://bscscan.com/token/0x4f9ee9b6e9815e5976ff8833ead80c650c8f960b,Binance,22/06/2021 10:37:07,100000000000000,15,31,9,New
110,Space Bull,0x937cffa1f3370fa4d0fd278aff1674e5d9de2223,https://bscscan.com/token/0x937cffa1f3370fa4d0fd278aff1674e5d9de2223,Binance,22/06/2021 10:37:07,1000000000000000,2,3,9,New
111,Chicken Wing,0x8d93cc11eea5026408bf689552ddb5edc6f6f87e,https://bscscan.com/token/0x8d93cc11eea5026408bf689552ddb5edc6f6f87e,Binance,22/06/2021 10:37:07,10000000000,13,32,9,New
112,SONICMOONER,0x7d7d5d13f5a5c7996a152ffb163b276780e3417f,https://bscscan.com/token/0x7d7d5d13f5a5c7996a152ffb163b276780e3417f,Binance,22/06/2021 10:37:07,1000000000000,26,161,9,New
113,Beagle King,0x5bf7442b860954b1b465b49e6e16f9438e295f38,https://bscscan.com/token/0x5bf7442b860954b1b465b49e6e16f9438e295f38,Binance,22/06/2021 10:37:07,1000000000000000,8,14,9,New
114,BOT PUMP,0xfcea56833e9f8ca36e0af1579ae2483cc09a0419,https://bscscan.com/token/0xfcea56833e9f8ca36e0af1579ae2483cc09a0419,Binance,22/06/2021 10:37:07,1000000000000,8,19,9,New
115,ISAToken,0x1ccc22cc1658ea8581adce07e273c3c92b6065d0,https://bscscan.com/token/0x1ccc22cc1658ea8581adce07e273c3c92b6065d0,Binance,22/06/2021 10:37:07,999962178420.258473,34,409,9,New
116,SafeOcean🌊,0xb4968e739d3b3e9744a079645c452c23bd5d345f,https://bscscan.com/token/0xb4968e739d3b3e9744a079645c452c23bd5d345f,Binance,22/06/2021 10:37:07,10000000000000,21,44,8,New
117,MoonSoon,0xb1a44f1f563cf539825f638bee52939ac5aca99c,https://bscscan.com/token/0xb1a44f1f563cf539825f638bee52939ac5aca99c,Binance,22/06/2021 10:37:07,10000000000000,11,19,9,New
118,Cross Chain Shiba,0x64fc103060ab50d9834aaf61ea87ec40b26c8c5c,https://bscscan.com/token/0x64fc103060ab50d9834aaf61ea87ec40b26c8c5c,Binance,22/06/2021 10:37:07,1000000000000000,77,297,18,New
119,Crystal Shard,0x5ca1f36f03d9c7d291ac9a6ffe50ddb6d4dfa7e9,https://bscscan.com/token/0x5ca1f36f03d9c7d291ac9a6ffe50ddb6d4dfa7e9,Binance,22/06/2021 10:37:07,10000000000,19,50,9,New
120,YakimoInu,0x669aee7300dd5b93b10dc092b0a9116c4e1dc413,https://bscscan.com/token/0x669aee7300dd5b93b10dc092b0a9116c4e1dc413,Binance,22/06/2021 10:37:07,1000000000000,11,29,9,New
121,Fungi.io,0x2e32a70db536ccd175997a2cd0fe8a14854bb011,https://bscscan.com/token/0x2e32a70db536ccd175997a2cd0fe8a14854bb011,Binance,22/06/2021 10:37:07,100000000000000,11,26,9,New
