,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
33,PleaseSER,0x1cb3d0c72a5db2b63ce53ab858b9c3712551f819,https://etherscan.io/token/0x1cb3d0c72a5db2b63ce53ab858b9c3712551f819,Etherium,01/06/2021 17:06:16,100000000000000000,7,14,9,New
34,EthereumInfitnity,0x11306ee42d6b03af8602d15edcc58113ecadbfdc,https://etherscan.io/token/0x11306ee42d6b03af8602d15edcc58113ecadbfdc,Etherium,01/06/2021 17:06:16,1000000000000000,6,7,18,New
35,White Kishu Inu,0x0d7903b7e66592462748622902431d4880d92113,https://etherscan.io/token/0x0d7903b7e66592462748622902431d4880d92113,Etherium,01/06/2021 17:06:16,1000000000000000,4,6,9,New
36,DUMP INU,0xe4f073777e0b1a8796b17b430ca9e2c35b2b6209,https://etherscan.io/token/0xe4f073777e0b1a8796b17b430ca9e2c35b2b6209,Etherium,01/06/2021 17:06:16,1000000000000,5,10,9,New
37,Fat Cat,0xdf71773d76a482540e7f55478673d10dc637b632,https://etherscan.io/token/0xdf71773d76a482540e7f55478673d10dc637b632,Etherium,01/06/2021 17:06:16,5000000000,27,35,18,New
38,Ethereum Summer,0xb762c499f17bc62d06065d941deea5006fe413f9,https://etherscan.io/token/0xb762c499f17bc62d06065d941deea5006fe413f9,Etherium,01/06/2021 17:06:16,100000000,6,13,18,New
39,Golfrochain,0x996652b6c5c4b1154b25515db21b7bbadd40ddfa,https://etherscan.io/token/0x996652b6c5c4b1154b25515db21b7bbadd40ddfa,Etherium,01/06/2021 17:06:16,1000000000,24 (0.00%),356,18,New
40,GENEBANK Token,0x7aa46a51f717404d944051af3075bbcb49b2288b,https://etherscan.io/token/0x7aa46a51f717404d944051af3075bbcb49b2288b,Etherium,01/06/2021 17:06:16,10000000000,508,526,18,New
41,Ethereum Gaming,0x9c7450d8a16368dc737cf74f77c723c1784d9896,https://etherscan.io/token/0x9c7450d8a16368dc737cf74f77c723c1784d9896,Etherium,01/06/2021 17:06:16,1000000000000000,51,131,9,New
42,Dog Supreme,0x5070ee45977daecff0c0bf4daec5a8b9f2c11b83,https://etherscan.io/token/0x5070ee45977daecff0c0bf4daec5a8b9f2c11b83,Etherium,01/06/2021 17:06:16,100000000000000,13,14,9,New
43,EthereumReborn,0x0c6bf92d7cd2ca5351f326996c012e8e5bf5f0ad,https://etherscan.io/token/0x0c6bf92d7cd2ca5351f326996c012e8e5bf5f0ad,Etherium,01/06/2021 17:06:16,100000000000000,30,51,9,New
44,eMooncat,0xd01beb277d309a1e4a068688a02331f8d60da21b,https://etherscan.io/token/0xd01beb277d309a1e4a068688a02331f8d60da21b,Etherium,01/06/2021 17:06:16,100000000,15,26,18,New
45,Pink Panda,0x670994cd351017bf99b745ae44d16d0020666828,https://etherscan.io/token/0x670994cd351017bf99b745ae44d16d0020666828,Etherium,01/06/2021 17:06:16,500000000000000,10,21,9,New
46,DeFiCity,0x4437b2d5f2e6ff915a050c9e28f27c0210938600,https://etherscan.io/token/0x4437b2d5f2e6ff915a050c9e28f27c0210938600,Etherium,01/06/2021 17:06:16,100000000,35,35,18,New
47,Degen Neko Inu,0xbec82eebe0474d71519046bb073c95bb4c0ebca1,https://etherscan.io/token/0xbec82eebe0474d71519046bb073c95bb4c0ebca1,Etherium,01/06/2021 17:06:16,940679847681.084587835,168,1433,9,New
48,Ethereum Summer,0x2861ffb4be0a1ece61ae2433f0a8018402208aea,https://etherscan.io/token/0x2861ffb4be0a1ece61ae2433f0a8018402208aea,Etherium,01/06/2021 17:06:16,1000000000000,13,14,18,New
49,Ethereum Season,0x2fb9d25b205901fa6c8d891159e40bf1acb49f9a,https://etherscan.io/token/0x2fb9d25b205901fa6c8d891159e40bf1acb49f9a,Etherium,01/06/2021 17:06:16,500000000000,10,17,18,New
50,Fair Ethereum,0x9892274b260f528b83d86383fee0e3a515692925,https://etherscan.io/token/0x9892274b260f528b83d86383fee0e3a515692925,Etherium,01/06/2021 17:06:16,2000000000000,17,20,6,New
51,Dogecoin Max,0x1e656cf57fa69c1e82cd7b60fab827e691d9599d,https://etherscan.io/token/0x1e656cf57fa69c1e82cd7b60fab827e691d9599d,Etherium,01/06/2021 17:06:16,86657520047.46575058,16,37,9,New
52,FOMO SHIBA,0x058ed83e1f880c2bc6b3fbcfa6f4e0339667aa00,https://etherscan.io/token/0x058ed83e1f880c2bc6b3fbcfa6f4e0339667aa00,Etherium,01/06/2021 17:06:16,1420000000000000,4,6,18,New
53,Moon Hokkaidu,0x325f48d9490cbf290cce9f6420997916312df908,https://etherscan.io/token/0x325f48d9490cbf290cce9f6420997916312df908,Etherium,01/06/2021 17:06:16,10000000000000,11,14,18,New
54,Hoshiko Inu,0xd494131825b10a4090433bfb9847e9b6f5b58eb4,https://etherscan.io/token/0xd494131825b10a4090433bfb9847e9b6f5b58eb4,Etherium,01/06/2021 17:06:16,700000000000000,13,26,9,New
55,coffeecatfinance,0xc44b9b94883d6f2559575860a7c63607c4059fb3,https://etherscan.io/token/0xc44b9b94883d6f2559575860a7c63607c4059fb3,Etherium,01/06/2021 17:06:16,1000000000000000,8,19,18,New
56,Anti-Shiba Inu,0x56e9c80741ce7c148fc7cf040a918df51f26ec02,https://etherscan.io/token/0x56e9c80741ce7c148fc7cf040a918df51f26ec02,Etherium,01/06/2021 17:06:16,1000000000000,160,598,9,New
57,Firefox Inu,0x018aa2fadab45a6b572f23791f90a0e5454cd748,https://etherscan.io/token/0x018aa2fadab45a6b572f23791f90a0e5454cd748,Etherium,01/06/2021 17:06:16,1000000000000000,7,14,18,New
58,Masaru Inu,0xd3b6c6971bcaf6d4f371dacb932f237e19b0d349,https://etherscan.io/token/0xd3b6c6971bcaf6d4f371dacb932f237e19b0d349,Etherium,01/06/2021 17:06:16,650000000000000,4,15,9,New
59,HUSTLER INU,0x6da21f7ba5e8c9376cf510f8cf088c78fa986d9e,https://etherscan.io/token/0x6da21f7ba5e8c9376cf510f8cf088c78fa986d9e,Etherium,01/06/2021 17:06:16,88487179915.374064196,21,40,9,New
60,Jiro Inu,0xc09194cf9646bd0347f78fd8546e1751a08ea348,https://etherscan.io/token/0xc09194cf9646bd0347f78fd8546e1751a08ea348,Etherium,01/06/2021 17:06:16,10000000000000,7,13,18,New
61,Kong Inu,0x82b03161e907e4657a0fcebcebf21234df23ed9d,https://etherscan.io/token/0x82b03161e907e4657a0fcebcebf21234df23ed9d,Etherium,01/06/2021 17:06:16,100000000000000,30,43,9,New
62,Lith Token,0xf8a4a419c2d7140e49ef952a7e7ae1bd4a8b6b9c,https://etherscan.io/token/0xf8a4a419c2d7140e49ef952a7e7ae1bd4a8b6b9c,Etherium,01/06/2021 17:06:16,10000000000,80,271,18,New
63,Ethereum Express,0xb1416f0f32a694b76f3486b0ff883d5a77e617ff,https://etherscan.io/token/0xb1416f0f32a694b76f3486b0ff883d5a77e617ff,Etherium,01/06/2021 17:06:16,100000000000000,3,5,18,New
64,Safe Ethereum,0xb162d03b44c64a5b874f46b8fd3ea54c1714ce34,https://etherscan.io/token/0xb162d03b44c64a5b874f46b8fd3ea54c1714ce34,Etherium,01/06/2021 17:06:16,85977657988352.818346379,126,463,9,New
65,DEGENINUð¾ð¸ð¬ð¤ª,0x66d4f305a662b7330c444e0adab1b321c9806a30,https://etherscan.io/token/0x66d4f305a662b7330c444e0adab1b321c9806a30,Etherium,01/06/2021 17:06:16,1000000000000,920,3258,9,New
66,Ethereum Turbo,0x83bcc00679a070a78d57e16b575c039f8f159cae,https://etherscan.io/token/0x83bcc00679a070a78d57e16b575c039f8f159cae,Etherium,01/06/2021 17:06:16,86604831181.67404996,24,51,9,New
67,Electro Nipples,0xe5268c298bdb890038b45dcbde4ef76df8f3cffd,https://etherscan.io/token/0xe5268c298bdb890038b45dcbde4ef76df8f3cffd,Etherium,01/06/2021 17:06:16,500000000000,8,18,18,New
68,MuskRat,0x360394f5caee76b9326e2a20407d473065e1b3f5,https://etherscan.io/token/0x360394f5caee76b9326e2a20407d473065e1b3f5,Etherium,01/06/2021 17:06:16,1000000000000,1,1,9,New
69,Degen$ Farm Dung,0xdada00a9c23390112d08a1377cc59f7d03d9df55,https://etherscan.io/token/0xdada00a9c23390112d08a1377cc59f7d03d9df55,Etherium,01/06/2021 17:06:16,1000000000000000000000,12,25,18,New
70,Ether Leash,0x38f9cf06125654dc7ecd20b52aaafea435b065ad,https://etherscan.io/token/0x38f9cf06125654dc7ecd20b52aaafea435b065ad,Etherium,01/06/2021 17:06:16,100000000000000,9,12,18,New
71,Shiba Singer (shibasinger.net),0x3852c8bc426fcefc37e5ac501dc82d83ec9d1e99,https://etherscan.io/token/0x3852c8bc426fcefc37e5ac501dc82d83ec9d1e99,Etherium,01/06/2021 17:06:16,10990000000000,26,80,18,New
72,Dematrix,0x1f41107bbd4f758777aabff4d50261ba7d3cdd7c,https://etherscan.io/token/0x1f41107bbd4f758777aabff4d50261ba7d3cdd7c,Etherium,01/06/2021 17:06:16,200000000,14,30,18,New
73,boxer.finance,0xda564af7704f18d51ea6fa32755a52450261b09b,https://etherscan.io/token/0xda564af7704f18d51ea6fa32755a52450261b09b,Etherium,01/06/2021 17:06:16,1000000000000000,45,61,18,New
74,Yolo Inu,0x701eb33a903ed32944f3d72302e84c5a2ca7542b,https://etherscan.io/token/0x701eb33a903ed32944f3d72302e84c5a2ca7542b,Etherium,01/06/2021 17:06:16,5000000000008,49,97,18,New
75,Ethereum Development Token,0xc7ae50325296b3a5938f91c0bf017e7e00531b46,https://etherscan.io/token/0xc7ae50325296b3a5938f91c0bf017e7e00531b46,Etherium,01/06/2021 17:06:16,700000000,4,9,5,New
76,ShitCoin,0xab234cd66600e95e2df760f77556b2aff2f906c5,https://etherscan.io/token/0xab234cd66600e95e2df760f77556b2aff2f906c5,Etherium,01/06/2021 17:06:16,1000000,2,2,6,New
77,FAT PUG,0x89838f9a6ef7d9c0bcb038499c865610a1894cea,https://etherscan.io/token/0x89838f9a6ef7d9c0bcb038499c865610a1894cea,Etherium,01/06/2021 17:06:16,1000000000000,2,4,18,New
78,Ketto Inu,0xf0ffc293ca755ff70fea8b2dcd4651f9519c2c12,https://etherscan.io/token/0xf0ffc293ca755ff70fea8b2dcd4651f9519c2c12,Etherium,01/06/2021 17:06:16,5000000000003,15,24,18,New
79,rubbishcoin,0xe28188c8a7d7a3a0a61fd121f663cba432b968ee,https://etherscan.io/token/0xe28188c8a7d7a3a0a61fd121f663cba432b968ee,Etherium,01/06/2021 17:06:16,21000000,32,65,18,New
80,Etherboy,0x4753c08f7b200e6b3e98b57774661a3c0918f6d5,https://etherscan.io/token/0x4753c08f7b200e6b3e98b57774661a3c0918f6d5,Etherium,01/06/2021 17:06:16,100000000000000,10,12,18,New
81,SHIBA GOD,0x4595f3873b79f0e20e46fc32f8ae3d89a6dfae09,https://etherscan.io/token/0x4595f3873b79f0e20e46fc32f8ae3d89a6dfae09,Etherium,01/06/2021 17:06:16,1000000000000,14,20,9,New
82,Fat Pug Token,0x387d404efeaa77b040b333b8bcaae165193f6b36,https://etherscan.io/token/0x387d404efeaa77b040b333b8bcaae165193f6b36,Etherium,01/06/2021 17:06:16,1000000000000,16,57,9,New
83,Ethereum DAD,0xfcea50dad3e3dabb8ce989f426b1a26fda2fe6b3,https://etherscan.io/token/0xfcea50dad3e3dabb8ce989f426b1a26fda2fe6b3,Etherium,01/06/2021 17:06:16,1000000000000000,24,64,9,New
84,zeubcoin,0xb5081570f8fc61eb25449a560be9f03be4384c51,https://etherscan.io/token/0xb5081570f8fc61eb25449a560be9f03be4384c51,Etherium,01/06/2021 17:06:16,100000000,6,12,18,New
85,Inu God,0x12c894bc49f5495347947d55f6ce6a508dfb9a19,https://etherscan.io/token/0x12c894bc49f5495347947d55f6ce6a508dfb9a19,Etherium,01/06/2021 17:06:16,100000000000000,26,42,18,New
86,EthereumPeak,0xd1211a4bd2059c2f3270d3348316c0ddbfb96fd3,https://etherscan.io/token/0xd1211a4bd2059c2f3270d3348316c0ddbfb96fd3,Etherium,01/06/2021 17:06:16,1000000000000,109,372,9,New
87,BuGa Inu,0x7df5a4cc8572d1d84463eac551c75519fc4c7f21,https://etherscan.io/token/0x7df5a4cc8572d1d84463eac551c75519fc4c7f21,Etherium,01/06/2021 17:06:16,1000000000000000,7,16,18,New
88,Mikasa Ackermann,0xc6d979d64a25c52998d24056c7652fe8fe00dc38,https://etherscan.io/token/0xc6d979d64a25c52998d24056c7652fe8fe00dc38,Etherium,01/06/2021 17:06:16,10000000000000000,2,2,18,New
89,Ethereum Burn,0x7fd738a601f9b5610bb6d14f192e2537337c9eee,https://etherscan.io/token/0x7fd738a601f9b5610bb6d14f192e2537337c9eee,Etherium,01/06/2021 17:06:16,1000000000000,80,239,9,New
90,Chubby Worker,0x67baaf9e9a9bf7f93333259495555328ae6cb7f3,https://etherscan.io/token/0x67baaf9e9a9bf7f93333259495555328ae6cb7f3,Etherium,01/06/2021 17:06:16,100000000000000,29,42,9,New
91,Ether Dog Community,0xabc032515d1990c2ac9c321ec0f15f87d4b9c29f,https://etherscan.io/token/0xabc032515d1990c2ac9c321ec0f15f87d4b9c29f,Etherium,01/06/2021 17:06:16,100000000000,8,12,18,New
92,SafeBreast Inu,0x51d6f55b4ba271680166123769c9fef7aad81f6a,https://etherscan.io/token/0x51d6f55b4ba271680166123769c9fef7aad81f6a,Etherium,01/06/2021 17:06:16,1000000000000,1,1,9,New
93,Ethereum Lamborghini,0x10c3e4fdb6e246c125f1cfac818c1f5f79c560ee,https://etherscan.io/token/0x10c3e4fdb6e246c125f1cfac818c1f5f79c560ee,Etherium,01/06/2021 17:06:16,1000000000000000,11,12,9,New
94,Ethereum Gnee,0x456e380ea9b107fe9b353479ccaf42861dd7f236,https://etherscan.io/token/0x456e380ea9b107fe9b353479ccaf42861dd7f236,Etherium,01/06/2021 17:06:16,1000000000000000,15,25,18,New
95,Nyan Wizard,0xa461e4c708fd9d0853909e5bb20174ca5ad41130,https://etherscan.io/token/0xa461e4c708fd9d0853909e5bb20174ca5ad41130,Etherium,01/06/2021 17:06:16,1000000000000,335,1037,9,New
96,Three Inu Finance,0x04521e2f01234a132381d0a6f6dabbb79f6686ea,https://etherscan.io/token/0x04521e2f01234a132381d0a6f6dabbb79f6686ea,Etherium,01/06/2021 17:06:16,1000000000000000,9,19,18,New
97,Ethereum Shiba v2,0xaf5c310eb7d351fe46f0a79ba2c92ffd895e7ecb,https://etherscan.io/token/0xaf5c310eb7d351fe46f0a79ba2c92ffd895e7ecb,Etherium,01/06/2021 17:06:16,10000000000000,13,16,18,New
98,YEEZY,0x8b22eb174c019d840df1db10948c3d520450385f,https://etherscan.io/token/0x8b22eb174c019d840df1db10948c3d520450385f,Etherium,01/06/2021 17:06:16,1000000000000,12,23,18,New
99,ASEC Frontier,0x75b02aa1084a12b8729f5acbe1078bd450abe552,https://etherscan.io/token/0x75b02aa1084a12b8729f5acbe1078bd450abe552,Etherium,01/06/2021 17:06:16,3000000000,3051,13492,8,New
100,HoneyBear,0xe3553b2243797daf760b1e91fc984500e9182557,https://bscscan.com/token/0xe3553b2243797daf760b1e91fc984500e9182557,Binance,01/06/2021 17:23:03,1000000000000000,456,1432,9,New
101,BEER INU,0xd296232182a04f329f04bf99fb4fc7c688fa2c09,https://bscscan.com/token/0xd296232182a04f329f04bf99fb4fc7c688fa2c09,Binance,01/06/2021 17:23:03,1000000000000000,10,18,18,New
102,Ketchup Token,0x714a84632ed7edbbbfeb62dacf02db4beb4c69d9,https://bscscan.com/token/0x714a84632ed7edbbbfeb62dacf02db4beb4c69d9,Binance,01/06/2021 17:23:03,1084998.261471,1286,168144,18,New
103,GiveAwayToken,0x3ae51b7f48d370ff76aa4b107fc89d098845eec7,https://bscscan.com/token/0x3ae51b7f48d370ff76aa4b107fc89d098845eec7,Binance,01/06/2021 17:23:03,1000000000000000,60,248,18,New
104,PANDA INU,0x271c6a4593f15c7c16afd16c53c27acd1a0d15c9,https://bscscan.com/token/0x271c6a4593f15c7c16afd16c53c27acd1a0d15c9,Binance,01/06/2021 17:23:03,1000000000000000,9,14,18,New
105,FastSwap,0xdb3a9f6612b69aac4dd2ed342bc831e653845534,https://bscscan.com/token/0xdb3a9f6612b69aac4dd2ed342bc831e653845534,Binance,01/06/2021 17:23:03,10000000,30,114,18,New
106,CREAM INU,0x22f97cf8b4f8bd114f2406426f314f41e96259df,https://bscscan.com/token/0x22f97cf8b4f8bd114f2406426f314f41e96259df,Binance,01/06/2021 17:23:03,1000000000000000,17,24,18,New
107,NanoSwap,0x871136f4b59ba527fbe7e4a0a5b9816da749cc9c,https://bscscan.com/token/0x871136f4b59ba527fbe7e4a0a5b9816da749cc9c,Binance,01/06/2021 17:23:03,100100010000000,99,240,18,New
108,Moon Flash,0x26cfdd2825921891fc61d4fde2e94f505b61d8e0,https://bscscan.com/token/0x26cfdd2825921891fc61d4fde2e94f505b61d8e0,Binance,01/06/2021 17:23:03,1000000000000000,260,639,9,New
109,Aurora,0xba1c6ba31a2e03d4d23a415eef58d0713b7da8bc,https://bscscan.com/token/0xba1c6ba31a2e03d4d23a415eef58d0713b7da8bc,Binance,01/06/2021 17:23:03,20000000000,81,234,18,New
110,https://assspank.me/,0xa6a43705b3709cf651c0e9b5ed731f511ce520c0,https://bscscan.com/token/0xa6a43705b3709cf651c0e9b5ed731f511ce520c0,Binance,01/06/2021 17:23:03,1000000000000000,36,91,9,New
111,PepeTheFrog,0xa43b76790ed936b17aaa245bf2fe6f88ccc9dcd5,https://bscscan.com/token/0xa43b76790ed936b17aaa245bf2fe6f88ccc9dcd5,Binance,01/06/2021 17:23:03,100000000,16,23,2,New
112,ThorinWarriorKing,0x102a2de252c41a0a9f37868ba2f95200dd4aab95,https://bscscan.com/token/0x102a2de252c41a0a9f37868ba2f95200dd4aab95,Binance,01/06/2021 17:23:03,1000000000000000,64,274,9,New
113,Little Argon,0xe0c5e1e9b1513f5dec0742aa1f6623b713e90f42,https://bscscan.com/token/0xe0c5e1e9b1513f5dec0742aa1f6623b713e90f42,Binance,01/06/2021 17:23:03,1000000000000000,166,1260,18,New
114,STREETDOGE,0xa2386684b7300c7f7f65474282bade801b952e03,https://bscscan.com/token/0xa2386684b7300c7f7f65474282bade801b952e03,Binance,01/06/2021 17:23:03,200000000000,306,2081,6,New
115,KoaIC,0x7dc36900015a983be51f2f6b5088decdaafbbeb6,https://bscscan.com/token/0x7dc36900015a983be51f2f6b5088decdaafbbeb6,Binance,01/06/2021 17:23:03,10000000000000000,87,321,9,New
116,GalatcitSpaceBucks,0x7c29522968519a6540729db0ef5e513a72e4cb7a,https://bscscan.com/token/0x7c29522968519a6540729db0ef5e513a72e4cb7a,Binance,01/06/2021 17:23:03,100000000000,28,29,0,New
117,Internet Computer,0x3c311b4a6a9d7ef009653f7c33ee8ce0700e28a2,https://bscscan.com/token/0x3c311b4a6a9d7ef009653f7c33ee8ce0700e28a2,Binance,01/06/2021 17:23:03,1000000000000000,8,14,18,New
118,MoonYanyo,0xf93c005808a62f04888c67ff281d01e9d5188262,https://bscscan.com/token/0xf93c005808a62f04888c67ff281d01e9d5188262,Binance,01/06/2021 17:23:03,1000000000000000,92,712,18,New
119,RXP TOKEN,0xf24874d97a87047ce7d925e9e8a7e374b426c923,https://bscscan.com/token/0xf24874d97a87047ce7d925e9e8a7e374b426c923,Binance,01/06/2021 17:23:03,1000000000000000,30,46,9,New
120,PANDA,0xde1f0739db650b6d693f6efd1a7a6e6d34e327da,https://bscscan.com/token/0xde1f0739db650b6d693f6efd1a7a6e6d34e327da,Binance,01/06/2021 17:23:03,1000000000000000,16,26,18,New
121,WAVES,0xbed48087f669d64b63354bbe9f330dab520840ea,https://bscscan.com/token/0xbed48087f669d64b63354bbe9f330dab520840ea,Binance,01/06/2021 17:23:03,1000000000000000,10,16,18,New
122,GingerBread,0x2f5647a1418e1c090dd724d874518fe02519ca0f,https://bscscan.com/token/0x2f5647a1418e1c090dd724d874518fe02519ca0f,Binance,01/06/2021 17:23:03,1000000000000000,368,1050,9,New
